Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,InZoneSwing%,Z-Contact%,Chase%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs 83+Spin,xSLG vs 83+ Spin,O-Contact%,HardHit%,Contact%
621,1190789888,J. Pipercic,Jacob Pipercic,Pipercic,Jacob,RF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,763,189,0,0.291,0.404,0.302,12,7,19.30%,11.00%,83.5,82.4,97.7,101.5,18.7,26.50%,10.30%,44.00%,63.50%,82.30%,28.70%,10.70%,-,0.832,50.00%,0.08,62.50%,21%,75.60%
622,1237406976,J. Pearson,Josh Pearson,Pearson,Josh,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,R,695,135,0,0.289,0.404,0.329,7,7,14.60%,12.90%,87.8,89.3,101.4,106.3,11.1,22.00%,15.60%,38.60%,62.60%,86.60%,20.80%,6.60%,15.40%,0.367,31.60%,0.284,73.80%,43%,82.80%
623,1207845632,G. Collins,Gavin Collins,Collins,Gavin,LF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,781,155,0,0.335,0.404,0.334,9,4,13.80%,13.80%,89.3,92,104.4,108.4,6.8,30.00%,20.80%,41.50%,67.60%,87.10%,22.20%,8.20%,41.70%,0.247,33.30%,0.531,64.90%,49%,80.20%
624,1237355776,J. Hogue,Josh Hogue,Hogue,Josh,LF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,845,217,0,0.327,0.404,0.313,18,11,13.70%,9.70%,91.2,91.5,105.6,112.8,13.3,32.60%,24.50%,50.20%,73.60%,84.00%,31.00%,13.10%,20.40%,0.272,46.40%,0.276,53.80%,53%,73.80%
625,1104495104,M. Heusohn,Marcus Heusohn,Heusohn,Marcus,1B,McNeese State University,MCNS,730285056,McNeese State,BBC,L,L,849,168,0,0.327,0.404,0.314,15,2,12.30%,16.00%,86.9,83,98.9,103.1,19.2,27.60%,14.30%,36.50%,60.00%,95.40%,17.40%,3.90%,10.00%,0.046,20.00%,0.236,72.70%,27%,89.40%
626,1165732096,S. Parks,Sam Parks,Parks,Sam,CF,Stonehill College,SC,730238464,Stonehill,BBC,L,L,1021,179,0,0.291,0.404,0.32,6,4,9.30%,21.20%,79.3,82.4,92.4,93.6,13.9,28.90%,0.00%,30.90%,49.90%,93.60%,12.40%,2.40%,50.00%,0.146,20.00%,0.203,84.30%,3%,92.40%
627,1209740289,B. Christensen,Brady Christensen,Christensen,Brady,RF,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,L,R,931,169,0,0.254,0.404,0.298,11,10,32.10%,18.90%,91.4,94.8,107.2,110.4,14.7,25.00%,12.50%,38.50%,60.20%,72.80%,21.10%,12.20%,20.00%,0.324,50.00%,0.039,49.20%,43%,68.20%
628,1143045888,J. Bold,Jake Bold,Bold,Jake,C,Princeton University,PRIN,730198784,Princeton,BBC,R,R,856,146,0,0.26,0.404,0.339,6,8,17.10%,20.20%,86,85.5,103.7,110.3,13,28.80%,15.40%,33.20%,58.90%,80.60%,16.40%,7.90%,10.00%,0.105,25.00%,0.45,65.90%,34%,76.10%
629,1110710272,O. Petrich,Owen Petrich,Petrich,Owen,3B,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,881,210,0,0.31,0.404,0.356,10,15,10.30%,11.50%,89.2,90.1,104.7,108.7,9.8,23.00%,18.40%,43.60%,68.70%,88.50%,25.10%,7.30%,0.00%,0.472,85.70%,0,65.60%,47%,83.30%
630,1099971072,P. Fultz,Patrick Fultz,Fultz,Patrick,3B,Wright State University,WRST,5390,Wright State,BBC,L,R,1133,235,0,0.332,0.404,0.326,11,7,22.40%,16.90%,87.4,93.1,105.8,112.4,3.9,28.90%,21.10%,47.70%,76.50%,77.00%,26.50%,14.80%,39.30%,0.302,35.70%,0.19,49.70%,47%,68.90%
631,1153296384,T. Thach,Tanner Thach,Thach,Tanner,1B,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,L,1020,240,0,0.325,0.404,0.316,11,12,14.80%,8.70%,89.4,93.2,105.9,110.8,13,33.20%,21.80%,49.30%,72.00%,88.70%,35.10%,9.70%,5.90%,0.239,36.00%,0.486,67.70%,48%,80.30%
632,1210991872,M. Bardowell,Matthew Bardowell,Bardowell,Matthew,LF,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,883,206,0,0.325,0.404,0.308,16,8,22.40%,9.50%,90.2,88.9,106.7,110.7,13.6,31.10%,17.20%,43.60%,69.00%,83.40%,26.00%,13.40%,28.00%,0.442,68.80%,0.089,40.60%,48%,69.40%
633,1309347584,P. Berstein,Philip Berstein,Berstein,Philip,RF,University of Richmond,RICH,730171904,Richmond,BBC,L,R,769,154,0,0.325,0.404,0.326,10,3,7.10%,17.20%,85.7,86.8,99.6,104.3,5.8,23.80%,13.80%,37.70%,64.60%,93.80%,18.00%,3.30%,16.70%,0.267,22.20%,0.279,85.30%,30%,91.40%
634,1178499389,B. Lawson,Brendan Lawson,Lawson,Brendan,1B,University of Florida,FLA,730168320,Florida,BBC,L,R,1084,224,0,0.317,0.404,0.325,14,10,20.70%,12.20%,93.2,92.4,106.3,112.2,10.8,30.30%,22.40%,43.50%,66.70%,84.20%,26.10%,10.80%,29.20%,0.309,36.60%,0.55,57.50%,57%,75.20%
635,1080156160,C. Hassert,Cameron Hassert,Hassert,Cameron,SS,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,986,219,0,0.333,0.404,0.322,8,6,20.10%,8.10%,84,88.8,102.1,105.2,3.4,23.90%,16.70%,37.80%,61.50%,84.20%,17.00%,7.60%,6.70%,0.222,33.30%,0.379,63.50%,37%,79.90%
636,1370253647,J. Jimenez,Jorsixt Jimenez,Jimenez,Jorsixt,RF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,779,178,0,0.315,0.404,0.398,14,6,14.40%,14.90%,90.1,91,105.1,112.4,12.1,41.50%,26.80%,47.20%,75.70%,89.30%,20.20%,8.60%,100.00%,0,33.30%,-,45.30%,49%,81.80%
637,1075959040,A. Smith,Austin Smith,Smith,Austin,TWP,University of San Diego,USD,5320,San Diego,BBC,L,L,797,218,17,0.353,0.404,0.306,18,6,6.80%,6.40%,86.7,84.5,102.3,108,15.3,32.20%,13.80%,46.70%,70.10%,91.60%,25.20%,5.90%,11.10%,0.365,50.00%,0.11,76.20%,33%,87.40%
638,1021136352,H. Denny,Hogan Denny,Denny,Hogan,RF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,643,137,0,0.292,0.404,0.352,11,6,18.30%,13.00%,89.7,90.2,105.3,110.7,13.6,30.40%,18.60%,38.30%,62.00%,84.80%,21.70%,9.00%,15.40%,0.444,40.00%,0.197,58.80%,49%,76.40%
639,1085399040,L. Meola,Lorenzo Meola,Meola,Lorenzo,SS,Stetson University,STET,730261504,Stetson,BBC,R,R,983,222,0,0.329,0.404,0.346,9,11,18.00%,11.30%,90.2,92.7,104.9,108.6,11.5,40.40%,27.00%,39.80%,60.70%,85.70%,22.70%,8.30%,33.30%,0.357,35.00%,0.346,64.80%,50%,79.00%
640,1016906882,R. Bonomolo Jr.,Richie Bonomolo Jr.,Bonomolo Jr.,Richie,CF,University of Alabama,ALA,730206976,Alabama,BBC,R,R,1058,209,0,0.311,0.403,0.285,17,8,17.70%,15.40%,89.4,90.2,101.9,108.1,15.8,30.20%,19.80%,37.70%,60.90%,87.10%,19.20%,8.00%,23.70%,0.307,30.90%,0.259,56.40%,42%,78.70%
641,1310307840,M. Elko,Michael Elko,Elko,Michael,2B,University of Richmond,RICH,730171904,Richmond,BBC,L,R,676,148,0,0.311,0.403,0.378,10,5,11.30%,16.70%,84.4,87,100.6,108,4.1,30.90%,13.60%,40.40%,73.50%,87.80%,14.20%,5.90%,100.00%,0.468,33.30%,0.222,71.40%,30%,85.30%
642,1465368002,B. Johnson,Blaize Johnson,Johnson,Blaize,LF,UNC Asheville,UNCA,1570,UNC Asheville,BBC,L,R,595,137,0,0.328,0.403,0.34,13,6,17.60%,9.40%,87.6,86.6,102.1,104.4,10.6,34.00%,23.40%,46.70%,67.50%,88.60%,27.00%,9.60%,12.50%,-,30.00%,0.455,56.80%,49%,79.50%
643,1558675664,A. Rodriguez,Adrian Rodriguez,Rodriguez,Adrian,3B,University of Texas,TEX,245,Texas,BBC,S,B,830,182,0,0.313,0.403,0.305,14,7,17.90%,10.40%,88.6,90.7,103.4,111.9,12,36.20%,25.40%,42.70%,65.00%,89.60%,23.60%,8.30%,15.40%,0.355,28.10%,0.337,58.70%,44%,80.50%
644,1153211136,T. Liolios,Trent Liolios,Liolios,Trent,1B,Northwestern University,NW,730247680,Northwestern,BBC,L,R,754,167,0,0.263,0.403,0.276,10,16,21.60%,11.30%,87.3,92.2,103.1,105.8,21.4,33.90%,22.00%,47.70%,73.40%,78.10%,29.90%,13.50%,40.00%,0.423,12.50%,0.664,59.70%,39%,71.70%
645,1180845312,K. Ashworth,Kyle Ashworth,Ashworth,Kyle,RF,Long Beach State University,LBSU,730224128,Long Beach State,BBC,L,R,1023,194,0,0.33,0.403,0.315,12,2,15.70%,15.30%,87.6,87.7,102.8,105.4,5.3,28.40%,17.90%,33.10%,53.50%,93.20%,12.60%,4.10%,5.90%,0.587,36.40%,0.106,59.30%,38%,87.60%
646,1214275584,J. Nelson,James Nelson,Nelson,James,RF,Longwood University,LONG,730219264,Longwood,BBC,L,L,800,189,0,0.323,0.403,0.27,16,8,16.80%,10.20%,85.5,92.1,103.9,108.2,7.5,33.10%,16.50%,46.80%,72.90%,86.80%,26.90%,9.40%,50.00%,0.046,-,-,64.70%,38%,79.90%
647,1162524416,A. Schuldt,Andrew Schuldt,Schuldt,Andrew,C,Campbell University,CAMP,730187776,Campbell,BBC,R,R,1040,194,0,0.263,0.403,0.348,13,11,24.80%,19.60%,87.8,89.9,103.6,107.6,16.8,45.60%,31.60%,35.40%,57.90%,81.20%,17.20%,10.10%,26.10%,0.32,26.30%,0.059,44.20%,44%,71.50%
648,1176534272,B. Robichaux,Ben Robichaux,Robichaux,Ben,2B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,633,134,0,0.291,0.403,0.337,4,8,29.30%,13.40%,86,93.9,102.9,109.9,14.8,26.90%,17.90%,47.40%,74.80%,72.60%,22.80%,16.10%,25.00%,0,46.70%,0.105,46.10%,45%,66.00%
649,1197351680,J. Jones,Jalan Jones,Jones,Jalan,LF,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,510,175,0,0.32,0.403,0.378,10,8,24.40%,8.60%,88,87.5,100.2,103.6,7.1,35.30%,17.60%,41.40%,66.20%,76.10%,27.00%,7.30%,100.00%,0,-,-,51.60%,35%,82.50%
650,1225719552,K. Nahaku,Kamana Nahaku,Nahaku,Kamana,LF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,828,169,0,0.284,0.402,0.43,5,10,18.60%,11.60%,85.2,89.9,105,106.4,15.8,38.60%,27.30%,43.60%,65.80%,87.50%,26.00%,10.50%,0.00%,0.091,44.40%,0.335,49.10%,48%,75.90%
651,1275128576,T. Allen,Ty Allen,Allen,Ty,RF,Belmont University,BEL,730190336,Belmont,BBC,R,R,1032,232,0,0.323,0.402,0.322,13,12,23.70%,10.50%,89.4,90.3,103,107.6,12.4,32.60%,22.50%,45.10%,65.70%,80.60%,28.90%,13.20%,44.40%,0.198,21.40%,0.213,52.30%,48%,70.80%
652,1307928832,D. McCann,David McCann,McCann,David,C,Virginia Tech,VT,2293,Virginia Tech,BBC,L,R,762,160,0,0.275,0.402,0.376,12,11,19.60%,10.30%,92.1,94.9,106.6,109.2,16.8,32.00%,25.40%,43.40%,65.50%,82.60%,26.60%,10.90%,18.20%,0.44,46.70%,0.239,60.00%,58%,74.90%
653,1090856448,A. Hausner,Anthony Hausner,Hausner,Anthony,TWP,The Citadel,CIT,730366720,The Citadel,BBC,L,R,622,125,14,0.336,0.402,0.312,7,3,16.90%,14.30%,87.5,90.1,105.1,109.4,-0.5,24.10%,16.50%,41.00%,62.70%,89.20%,19.30%,6.90%,42.90%,0.162,50.00%,0.011,62.70%,38%,83.10%
654,1310643968,J. Brown,Jake Brown,Brown,Jake,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,819,178,0,0.32,0.402,0.325,9,8,16.00%,10.80%,88.5,88.1,102.8,106.9,9.6,30.80%,18.20%,43.20%,65.40%,87.90%,24.10%,8.70%,14.30%,0.534,39.10%,0.242,60.60%,39%,79.90%
655,1310684928,C. Bodine,Caden Bodine,Bodine,Caden,C,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,S,R,1073,245,0,0.318,0.402,0.322,18,5,7.70%,15.00%,90.7,88.7,103.8,109.1,12.7,30.40%,17.40%,39.80%,64.20%,95.80%,22.90%,4.40%,4.30%,0.221,38.90%,0.2,75.40%,45%,89.00%
656,1093147904,K. Branch,Kolby Branch,Branch,Kolby,SS,University of Georgia,UGA,226,Georgia,BBC,R,R,1077,218,0,0.303,0.402,0.319,10,13,29.70%,12.90%,92,93.3,104.7,109.7,15.6,23.30%,19.00%,41.90%,66.10%,78.10%,22.70%,12.60%,35.30%,0.644,33.30%,0.342,48.40%,55%,69.80%
657,1093947904,B. Schaaf,Blake Schaaf,Schaaf,Blake,SS,Georgetown University,GTWN,2330,Georgetown,BBC,L,R,803,189,0,0.344,0.402,0.274,11,4,18.00%,14.20%,87.4,91.1,103.2,107.6,3,30.80%,15.40%,36.90%,57.10%,86.40%,18.80%,5.60%,50.00%,0.102,37.50%,0.006,69.40%,35%,84.80%
658,1162347776,A. Sosa,Alex Sosa,Sosa,Alex,C,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,942,189,0,0.291,0.402,0.314,16,10,21.90%,14.50%,88.7,91.6,104,108.5,10.1,34.10%,24.60%,39.40%,59.70%,85.00%,24.80%,10.00%,31.30%,0.263,36.80%,0.322,57.00%,43%,74.70%
659,1565337963,A. Taclas,Aidan Taclas,Taclas,Aidan,RF,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,663,184,0,0.321,0.402,0.263,17,8,12.60%,7.20%,91.4,91.1,102.7,105.1,10.1,31.30%,16.70%,43.40%,63.00%,89.20%,24.20%,8.40%,0.00%,0.307,33.30%,0,46.20%,46%,80.60%
660,1207820032,Z. Ruddell,Zeb Ruddell,Ruddell,Zeb,LF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,843,169,0,0.278,0.402,0.318,7,9,19.50%,16.20%,87.8,88.2,105.7,109.1,12.3,28.90%,15.60%,39.10%,64.40%,82.50%,19.30%,8.90%,29.20%,0.454,45.80%,0.041,62.50%,38%,77.30%
661,1984980657,J. Siervo,Joe Siervo,Siervo,Joe,LF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,738,127,0,0.268,0.402,0.364,6,5,18.10%,21.10%,86.2,89.1,102.3,108,6.5,27.50%,16.50%,33.60%,56.50%,84.40%,16.70%,7.20%,35.70%,0.081,46.20%,0.326,62.90%,36%,78.60%
662,1100871936,R. MacDougall,Ryan MacDougall,MacDougall,Ryan,C,University of Dayton,DAY,730194688,Dayton,BBC,L,R,815,183,0,0.29,0.402,0.321,9,9,17.10%,14.50%,89.7,90.6,101.9,104.1,16,38.40%,19.80%,42.90%,71.60%,85.30%,19.50%,8.60%,0.00%,0.81,0.00%,0.516,58.50%,38%,80.00%
663,1263368704,L. Torres,Lukas Torres,Torres,Lukas,CF,Wagner College,WAG,730192640,Wagner,BBC,L,L,797,198,0,0.348,0.401,0.282,14,2,5.30%,12.70%,82.7,79.8,96.1,99,3.8,37.50%,8.30%,36.10%,48.80%,95.00%,15.40%,2.10%,0.00%,0.141,0.00%,0.124,89.20%,17%,94.10%
664,1310533888,K. Kepley,Kane Kepley,Kepley,Kane,CF,University of North Carolina,UNC,730181888,North Carolina,BBC,L,L,1238,234,0,0.291,0.401,0.346,13,3,7.10%,14.20%,86.4,88.5,101.5,107,8.6,25.20%,18.60%,38.30%,63.20%,92.20%,15.80%,4.00%,11.60%,0.317,21.20%,0.298,80.20%,40%,89.70%
665,1314888960,G. Harrelson,Gage Harrelson,Harrelson,Gage,RF,Florida State University,FSU,101,Florida State,BBC,L,L,1157,236,0,0.339,0.401,0.342,10,5,21.20%,12.20%,89.3,87.7,103.8,110.6,7.2,28.60%,19.60%,45.10%,74.10%,77.80%,24.70%,12.10%,27.80%,0.348,35.30%,0.262,62.20%,49%,73.20%
666,1166182912,J. Hyde,Jake Hyde,Hyde,Jake,1B,Duke University,DUKE,730336256,Duke,BBC,L,R,1082,219,0,0.288,0.401,0.356,13,12,23.00%,15.60%,91,93.5,105.3,109.4,13.4,33.30%,26.70%,41.10%,68.90%,85.20%,22.20%,10.30%,23.10%,0.437,52.00%,0.317,51.80%,53%,75.10%
667,1089871104,J. Nati,Jimmy Nati,Nati,Jimmy,2B,Stanford University,STAN,730251264,Stanford,BBC,R,R,830,203,0,0.3,0.401,0.33,9,16,21.00%,6.60%,90.5,89.2,107.2,112.3,14,26.50%,19.40%,46.90%,71.10%,85.20%,27.40%,12.80%,29.40%,0.272,31.60%,0.499,46.40%,46%,72.80%
668,1012549845,T. Kendrick,Thomas Kendrick,Kendrick,Thomas,LF,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,S,R,708,182,0,0.352,0.401,0.317,6,2,10.40%,13.60%,77,80.2,94.4,97.8,4.8,38.10%,4.80%,41.80%,61.40%,88.20%,17.90%,5.50%,-,-,0.00%,-,68.10%,10%,86.80%
669,1162062592,K. Kent,Kaeden Kent,Kent,Kaeden,SS,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,R,1064,204,0,0.279,0.401,0.32,13,13,13.90%,14.70%,88.8,90.9,101.7,107.4,14,42.40%,20.50%,42.70%,64.00%,88.80%,24.60%,7.00%,8.80%,0.451,37.20%,0.212,71.90%,37%,83.70%
670,1152866048,T. Garrish,Tripp Garrish,Garrish,Tripp,RF,Air Force Academy,AFA,730205440,Air Force,BBC,L,L,976,187,0,0.299,0.401,0.364,16,5,28.90%,17.40%,91,92.9,105.2,108.6,5.3,36.30%,21.30%,38.60%,62.40%,73.00%,21.60%,13.30%,47.40%,0.106,66.70%,0.291,47.30%,53%,65.50%
671,1266488832,C. Blauser,Cooper Blauser,Blauser,Cooper,2B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,1077,217,0,0.3,0.401,0.314,20,4,19.80%,15.50%,87.1,90.4,103.2,109.5,11,32.70%,22.00%,35.20%,59.00%,82.60%,17.10%,8.40%,33.30%,0.157,25.00%,0.135,59.20%,42%,76.30%
672,1089390080,J. Brown,Jake Brown,Brown,Jake,1B,California Baptist University,CBU,5091,California Baptist,BBC,R,R,920,191,0,0.272,0.401,0.334,17,12,18.10%,12.20%,88.4,89.3,104.7,111.3,17.1,29.70%,18.10%,41.00%,65.10%,84.70%,21.20%,9.00%,33.30%,0.386,42.90%,0.569,61.00%,40%,78.00%
673,1260772353,Z. Rose,Zion Rose,Rose,Zion,LF,University of Louisville,LOU,5467,Louisville,BBC,R,R,1085,252,0,0.31,0.401,0.344,16,13,12.00%,10.30%,86,89.6,103,109.7,5.8,31.30%,19.80%,43.20%,64.10%,89.40%,26.50%,7.30%,18.20%,0.52,22.20%,0.171,70.70%,41%,83.20%
674,1342169213,L. Smith,Lucas Smith,Smith,Lucas,RF,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,975,200,0,0.335,0.401,0.345,12,2,11.10%,15.50%,86.4,87.2,101.4,104.7,9,36.40%,16.50%,43.00%,69.10%,88.40%,21.60%,6.30%,14.30%,0.212,16.00%,0.647,76.60%,36%,85.40%
675,1285784320,L. Frei,Landon Frei,Frei,Landon,2B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,994,246,0,0.285,0.401,0.368,13,17,16.00%,12.90%,89.4,92.5,103.3,106.1,18.4,34.70%,25.00%,38.10%,65.60%,82.80%,16.30%,7.20%,18.20%,0.056,28.60%,0.898,66.70%,42%,81.00%
676,1317378560,J. Green,Jason Green,Green,Jason,C,Niagara University,NIAG,730156544,Niagara,BBC,L,R,688,162,0,0.272,0.401,0.284,8,13,29.10%,11.60%,85.5,95,100.8,104.7,1.7,30.00%,15.00%,45.10%,70.80%,78.30%,24.90%,14.00%,33.30%,0.044,100.00%,0,36.40%,30%,69.00%
677,1184445440,C. Troyer,Camden Troyer,Troyer,Camden,TWP,Liberty University,LIB,730156288,Liberty,BBC,L,L,1006,210,2,0.3,0.4,0.37,11,10,8.40%,12.00%,89,88.9,106.1,112.2,13.8,29.20%,19.70%,36.70%,56.70%,92.60%,20.10%,5.30%,9.10%,0.536,30.80%,0.218,70.80%,42%,85.60%
678,1590045009,Z. Goodwin,Zak Goodwin,Goodwin,Zak,C,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,707,134,0,0.328,0.4,0.394,3,2,11.90%,15.80%,86.4,82.5,97.7,100.2,10.4,41.50%,17.00%,31.00%,55.20%,88.80%,9.30%,4.10%,0.00%,0.211,-,-,70.00%,25%,86.80%
679,1302717816,L. Hairston,Landon Hairston,Hairston,Landon,RF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,890,196,0,0.332,0.4,0.375,12,4,9.70%,14.70%,90.2,92.8,105.2,111.4,1.6,28.70%,20.40%,41.90%,64.70%,88.80%,23.30%,6.60%,6.80%,0.361,40.00%,0.135,73.70%,48%,84.20%
680,1304692992,M. Knight,Max Knight,Knight,Max,TWP,Missouri State University,MOSU,5382,Missouri State,BBC,L,L,879,178,24,0.275,0.4,0.306,8,13,25.20%,14.50%,90.5,92,106.1,110.2,18.2,31.60%,17.30%,41.60%,64.90%,76.10%,23.50%,13.00%,15.40%,0.284,33.30%,0.361,50.50%,46%,68.90%
681,1052864533,J. Vanegas,Jesus Vanegas,Vanegas,Jesus,2B,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,954,221,0,0.285,0.4,0.264,12,16,28.20%,9.30%,81.9,91.3,103.2,106.5,10,35.00%,10.00%,48.50%,69.10%,68.50%,29.70%,17.10%,46.20%,0,66.70%,0.488,50.40%,30%,64.80%
682,1912854991,D. Longo,Dom Longo,Longo,Dom,3B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,981,243,0,0.305,0.4,0.352,17,11,15.60%,10.60%,90.7,90.7,104.5,110.4,13.7,31.50%,20.50%,39.20%,59.10%,89.00%,23.90%,6.00%,14.30%,0.114,33.30%,0.124,72.50%,46%,84.70%
683,1298764288,H. Hines,Hunter Hines,Hines,Hunter,1B,Mississippi State University,MSST,5080,Mississippi State,BBC,L,R,978,211,0,0.275,0.4,0.337,15,16,24.00%,13.20%,91.6,94,106,110.3,14.5,35.00%,26.30%,51.20%,74.80%,79.30%,33.50%,14.70%,34.00%,0.531,37.10%,0.597,57.10%,50%,71.30%
684,1123968000,K. Schupmann,Kyle Schupmann,Schupmann,Kyle,3B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,908,198,0,0.288,0.4,0.337,8,13,21.80%,11.10%,89.7,91,104.1,110.3,19.9,31.70%,23.60%,41.30%,66.40%,84.90%,19.70%,8.40%,26.70%,0.633,50.00%,0.257,64.40%,41%,79.70%
685,1494680835,B. Smith,Brayden Smith,Smith,Brayden,CF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,1031,217,0,0.304,0.4,0.333,16,11,19.40%,11.10%,88.4,92.4,104.7,111.7,9.4,35.40%,23.10%,44.00%,64.50%,82.70%,25.00%,9.50%,14.30%,0.392,31.00%,0.479,68.50%,47%,78.40%
686,1361665055,E. Espinal,Edian Espinal,Espinal,Edian,2B,University of Central Florida,UCF,730256640,Central Florida,BBC,S,R,824,185,0,0.335,0.4,0.372,13,4,13.40%,9.40%,89.2,90.4,102.9,108.5,4,26.70%,13.70%,41.50%,65.30%,89.40%,22.90%,7.80%,2.60%,0.388,28.60%,0.444,64.20%,44%,81.30%
687,1136711424,S. Busch,Sam Busch,Busch,Sam,1B,Michigan State University,MSU,1551,Michigan State,BBC,L,L,914,190,0,0.289,0.4,0.32,11,15,15.90%,12.80%,87.5,89.5,104.1,111.1,25.3,31.30%,12.90%,42.70%,66.20%,88.80%,26.50%,7.90%,9.10%,0.144,20.00%,0.304,68.10%,33%,81.50%
688,1198920583,S. Stephenson,Sean Stephenson,Stephenson,Sean,3B,Iona College,IONA,730242048,Iona,BBC,L,R,696,208,0,0.337,0.4,0.215,15,7,14.10%,8.10%,77.6,72.4,99.4,103.6,0.3,12.00%,4.00%,48.40%,68.90%,88.40%,19.50%,6.50%,-,-,-,0,84.60%,24%,86.60%
689,1182843904,D. Johnson,Davis Johnson,Johnson,Davis,C,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,673,129,0,0.279,0.4,0.305,6,7,24.90%,16.00%,86.2,89.4,104.8,111,11.2,31.40%,16.30%,38.90%,61.30%,75.40%,23.00%,12.60%,36.80%,0.044,70.00%,0.132,52.20%,44%,67.60%
690,1274236416,C. Caufield,Casey Caufield,Caufield,Casey,2B,Monmouth University,MONM,4164,Monmouth,BBC,L,R,828,185,0,0.341,0.4,0.316,15,0,9.40%,12.50%,83,81,97.8,101.1,5.3,31.60%,7.00%,33.60%,54.70%,94.30%,14.00%,2.50%,12.50%,0.255,0.00%,0.082,83.60%,18%,92.40%
691,1152915712,N. Contrades,Nu'u Contrades,Contrades,Nu'u,3B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,794,181,0,0.304,0.4,0.335,15,6,13.80%,12.90%,89.3,93.6,105.1,109,5.6,32.90%,23.80%,49.40%,79.10%,87.60%,30.90%,10.50%,20.00%,0.373,32.60%,0.314,64.40%,48%,78.80%
692,1153410304,R. Zuckerman,Ryan Zuckerman,Zuckerman,Ryan,3B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,999,220,0,0.295,0.4,0.318,16,13,33.70%,9.40%,88.3,93,106.9,111.4,7.6,25.60%,20.50%,44.60%,67.70%,72.00%,27.00%,17.50%,44.10%,0.304,54.50%,0.28,38.70%,50%,60.80%
693,1573312151,R. Watson,Rex Watson,Watson,Rex,RF,University of San Diego,USD,5320,San Diego,BBC,L,L,890,190,0,0.295,0.4,0.322,4,13,18.40%,8.10%,85.7,88.9,104.6,109.8,6,29.40%,15.10%,48.70%,73.20%,82.10%,30.50%,13.30%,18.80%,0.397,50.00%,0.055,55.40%,37%,72.70%
694,1275103488,A. Sengenberger,Aidan Sengenberger,Sengenberger,Aidan,C,Stonehill College,SC,730238464,Stonehill,BBC,R,R,639,150,0,0.32,0.4,0.397,6,5,17.40%,15.80%,88.4,82.8,102.2,106,11.9,48.30%,17.20%,43.00%,66.80%,84.20%,22.80%,8.80%,0.00%,0.908,0.00%,0,66.10%,28%,79.60%
695,1885561482,S. Yamaguchi,Sean Yamaguchi,Yamaguchi,Sean,3B,University of Nevada,NEV,4784,Nevada,BBC,R,R,829,222,0,0.324,0.4,0.379,12,13,15.30%,7.40%,89.9,93.9,104.6,110.6,8.4,26.40%,20.90%,51.10%,76.80%,83.60%,32.80%,13.40%,20.00%,0.075,44.40%,0.623,57.10%,47%,73.80%
