Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,InZoneSwing%,Z-Contact%,Chase%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs 83+Spin,xSLG vs 83+ Spin,O-Contact%,HardHit%,Contact%
1,1232473344,A. Pottinger,Adam Pottinger,Pottinger,Adam,OF,Indiana State University,INST,730350080,Indiana State,BBC,L,L,893,187,0,0.299,0.427,0.289,9,11,23.40%,12.70%,82.7,83.6,97.3,99.3,20.6,48.10%,7.40%,40.80%,65.30%,77.30%,23.70%,11.20%,25.00%,0.131,0.00%,0.764,38.90%,19%,72.50%
1,1263142912,M. Sears,Mike Sears,Sears,Mike,IF,Indiana State University,INST,730350080,Indiana State,BBC,R,R,1063,222,0,0.261,0.404,0.379,10,19,37.00%,11.90%,89.7,90.8,105.8,109.1,22.2,45.20%,25.80%,39.50%,58.30%,77.10%,24.70%,13.50%,33.30%,0.022,50.00%,1.241,36.10%,45%,66.00%
1,1287733760,J. Urdaneta,Josue Urdaneta,Urdaneta,Josue,IF,Indiana State University,INST,730350080,Indiana State,BBC,S,R,927,251,0,0.271,0.315,0.284,10,1,12.40%,8.30%,80.5,78,95.4,96.9,8.2,21.40%,2.40%,46.80%,69.80%,91.00%,27.70%,6.80%,57.10%,0.091,100.00%,0,70.70%,12%,85.50%
1,1298772992,L. Hernandez,Luis Hernandez,Hernandez,Luis,C,Indiana State University,INST,730350080,Indiana State,BBC,R,R,838,222,0,0.293,0.36,0.274,18,5,16.90%,8.10%,84.7,91.8,99.4,104.4,11.5,22.00%,17.10%,49.00%,69.10%,79.10%,27.60%,9.90%,25.00%,0.063,100.00%,0,68.60%,39%,79.80%
1,1299733248,G. Magill,Grant Magill,Magill,Grant,C,Indiana State University,INST,730350080,Indiana State,BBC,R,R,723,206,0,0.262,0.306,0.26,13,2,17.70%,7.60%,82.5,79.5,96,98.8,13.3,34.20%,10.50%,48.70%,70.80%,84.10%,26.30%,8.60%,42.90%,0.231,-,-,72.00%,24%,82.40%
1,1281738496,H. Brown,Henry Brown,Brown,Henry,3B,Indiana State University,INST,730350080,Indiana State,BBC,R,R,183,49,0,0.265,0.321,0.178,3,1,27.80%,5.60%,86.6,91.9,91.6,98.5,13.5,11.10%,0.00%,50.30%,72.70%,87.50%,43.80%,14.80%,-,-,-,-,50.00%,11%,70.70%
1,1199759872,S. Petersen,Sam Petersen,Petersen,Sam,u,University of Iowa,IOWA,1232,Iowa,BBC,R,R,784,166,0,0.319,0.438,0.389,9,11,22.60%,11.50%,87.4,91.2,104,107.1,20.9,38.00%,22.80%,43.10%,72.20%,83.10%,23.40%,11.40%,26.90%,0.486,31.60%,0.167,56.50%,47%,73.70%
1,1230480896,K. Huckstorf,Kyle Huckstorf,Huckstorf,Kyle,OF,University of Iowa,IOWA,1232,Iowa,BBC,R,R,925,211,0,0.28,0.374,0.3,13,6,16.70%,10.50%,84.4,89.4,102.4,106.5,7.8,26.60%,16.90%,40.80%,66.00%,86.00%,20.80%,9.00%,10.50%,0.21,66.70%,0.241,54.10%,35%,78.00%
1,1099689728,C. Johnson,Caleb Johnson,Johnson,Caleb,SS,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,S,R,687,169,0,0.231,0.301,0.19,11,3,25.10%,7.90%,84.5,82.7,99.6,101.7,12,33.30%,14.30%,43.80%,72.50%,76.00%,27.80%,11.40%,47.10%,0.006,50.00%,0,50.00%,14%,74.10%
1,1109825792,A. Lapread,Ali Lapread,Lapread,Ali,TWP,Alabama State University,ALST,4765,Alabama State,BBC,R,R,320,134,3,0.366,0.498,0.239,10,12,15.70%,11.90%,76.4,98.7,101.3,101.3,2.5,20.00%,20.00%,44.40%,87.50%,78.60%,26.30%,4.10%,0.00%,-,50.00%,-,60.00%,40%,90.80%
1,1123951360,K. McIntosh,Kyler McIntosh,McIntosh,Kyler,TWP,Alabama State University,ALST,4765,Alabama State,BBC,R,R,442,215,15,0.321,0.374,0.354,14,7,11.60%,7.60%,89.7,72.4,101.2,106.3,12.6,44.40%,22.20%,55.90%,88.90%,87.50%,28.60%,3.40%,0.00%,-,-,-,87.50%,33%,93.90%
1,1187499008,D. Collins,Drew Collins,Collins,Drew,LF,Oakland University,OAK,5386,Oakland,BBC,L,R,497,131,0,0.229,0.367,0.365,4,7,31.00%,12.90%,85.1,94.4,104.7,105.9,4.9,30.80%,23.10%,37.00%,82.20%,75.70%,19.00%,8.90%,50.00%,0.067,25.00%,0.099,41.70%,31%,76.10%
1,1187972864,D. Jackson Jr.,Derrick Jackson Jr.,Jackson Jr.,Derrick,C,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,545,147,0,0.34,0.457,0.265,16,11,24.50%,8.00%,93.6,95,102,105.4,22,36.40%,27.30%,44.80%,75.60%,72.60%,23.20%,11.40%,55.60%,0.654,80.00%,0,34.60%,55%,74.60%
1,1207832320,W. Fincher,Will Fincher,Fincher,Will,OF,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,453,108,0,0.278,0.31,0.151,8,0,26.40%,8.30%,95.1,-,104.4,-,-12.8,0.00%,0.00%,42.80%,66.70%,83.30%,10.00%,11.00%,40.00%,0.101,-,-,0.00%,50%,74.20%
1,1227452928,R. Flores,Randy Flores,Flores,Randy,IF,Alabama State University,ALST,4765,Alabama State,BBC,L,R,592,240,0,0.333,0.401,0.256,10,10,5.50%,13.40%,82.7,90.6,95.3,101.3,2.6,25.00%,12.50%,49.20%,73.90%,94.10%,16.00%,2.40%,16.70%,0.058,-,-,87.50%,19%,95.20%
1,1234327296,J. Hay,Jack Hay,Hay,Jack,1B,Alabama State University,ALST,4765,Alabama State,BBC,L,R,570,217,0,0.387,0.451,0.247,10,10,13.50%,13.80%,88.9,94.6,100.1,101.5,-1.2,13.30%,6.70%,43.90%,82.90%,89.70%,24.40%,5.30%,0.00%,-,-,-,36.40%,27%,88.00%
1,1243322112,B. Madliak,Bear Madliak,Madliak,Bear,C,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,707,200,0,0.33,0.383,0.228,14,6,17.20%,5.90%,87,86.1,100,104.4,7.1,31.60%,13.20%,43.40%,64.00%,91.20%,20.00%,8.80%,0.00%,0.133,0.00%,0.577,63.20%,26%,79.80%
1,1263822080,C. Lopez,Cristian Lopez,Lopez,Cristian,3B,Alabama State University,ALST,4765,Alabama State,BBC,R,R,561,220,0,0.318,0.368,0.202,12,4,14.50%,10.20%,82.6,88.1,95,97,2.4,23.10%,7.70%,46.30%,63.90%,78.30%,26.30%,5.00%,0.00%,0.082,-,-,70.00%,15%,89.20%
1,1305030400,M. Dallas,Michael Dallas,Dallas,Michael,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,359,86,0,0.256,0.32,0.354,3,2,24.00%,9.00%,81.6,76.1,101.9,100.1,-1.5,15.40%,15.40%,51.50%,65.70%,87.00%,31.00%,15.90%,0.00%,0.147,-,-,53.80%,38%,69.20%
1,1318257408,J. George,Jamal George,George,Jamal,RF,Alabama State University,ALST,4765,Alabama State,BBC,S,R,534,191,0,0.293,0.369,0.209,12,6,21.90%,12.00%,87.5,87.7,99.4,99.4,20.5,33.30%,16.70%,40.30%,70.40%,78.90%,19.50%,5.10%,25.00%,-,-,-,37.50%,17%,87.40%
1,1329239808,B. Norton,Brennen Norton,Norton,Brennen,2B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,666,197,0,0.279,0.335,0.38,11,6,15.20%,5.80%,88.4,93.7,105,106.6,2.4,33.30%,19.40%,55.10%,84.40%,81.50%,27.60%,13.10%,30.00%,0.189,33.30%,0.138,69.00%,44%,76.30%
1,1174036224,S. Hojnar,Sam Hojnar,Hojnar,Sam,IF,University of Iowa,IOWA,1232,Iowa,BBC,L,R,857,208,0,0.255,0.349,0.305,13,10,25.50%,8.60%,89.8,94.9,104.6,107.8,13.2,32.70%,22.70%,51.80%,84.20%,79.50%,29.90%,16.10%,52.20%,0.179,36.40%,0.184,48.80%,52%,68.90%
1,1184439808,E. Lambros,Elijah Lambros,Lambros,Elijah,CF,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,1033,222,0,0.288,0.407,0.312,10,14,18.80%,12.20%,87.7,90.2,102,103.7,22.8,32.70%,20.00%,37.30%,54.10%,83.80%,21.20%,8.20%,42.90%,0.133,60.00%,0.175,54.30%,38%,77.90%
1,1251443200,A. Calarco,Alex Calarco,Calarco,Alex,C,Northwestern University,NW,730247680,Northwestern,BBC,S,R,676,178,0,0.287,0.356,0.26,18,4,22.10%,7.80%,86.6,89.4,101.5,107.4,4.7,30.10%,19.20%,42.00%,64.00%,84.70%,24.50%,8.10%,17.60%,0.196,33.30%,0.477,63.60%,37%,80.60%
1,1290121472,E. Hacopian,Eddie Hacopian,Hacopian,Eddie,3B,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,1120,251,0,0.327,0.388,0.304,16,8,13.10%,10.70%,85.1,91.2,100.1,105.4,10.4,36.50%,20.60%,42.60%,63.90%,90.20%,29.50%,6.60%,16.70%,0.233,42.90%,0.335,70.30%,32%,84.50%
1,1297498880,J. Orr,Jacob Orr,Orr,Jacob,LF,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,613,143,0,0.273,0.347,0.287,10,3,14.30%,7.70%,85.6,87.4,101.6,105.4,12.5,30.40%,15.20%,42.90%,66.00%,94.10%,27.30%,6.40%,12.50%,0.306,40.00%,0.063,65.70%,33%,85.20%
1,1301077760,K. Keister,Kevin Keister,Keister,Kevin,IF,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,1133,231,0,0.303,0.405,0.34,16,10,20.10%,15.90%,86.1,94.3,102.4,107.6,7.9,35.60%,28.90%,38.10%,63.00%,79.30%,20.40%,8.80%,22.20%,0.013,33.30%,0.167,55.30%,44%,76.90%
1,1083614720,C. Jans,Chase Jans,Jans,Chase,LF,University of Kansas,KU,730360064,Kansas,BBC,R,R,903,207,0,0.314,0.39,0.306,13,10,24.90%,9.50%,88.9,92.9,104.1,107,6.7,33.00%,21.10%,46.20%,69.90%,79.00%,31.80%,14.30%,16.00%,0.257,41.70%,0.241,47.60%,51%,69.10%
1,1086413824,J. Jones,Jaden Jones,Jones,Jaden,2B,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,258,108,0,0.287,0.375,0.188,7,5,17.30%,7.90%,86.5,91.4,98.8,100.2,4.6,37.50%,25.00%,51.90%,68.20%,80.00%,50.00%,8.10%,57.10%,0.07,0.00%,-,53.80%,25%,84.30%
1,1096002560,M. Goudeau,Michael Goudeau,Goudeau,Michael,C,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,218,83,0,0.361,0.429,0.155,9,1,18.30%,10.60%,59.7,65.3,65.3,65.3,-13,0.00%,0.00%,42.20%,50.00%,62.50%,27.30%,4.60%,-,-,-,-,66.70%,0%,89.10%
1,1141430784,M. Brooks,Michael Brooks,Brooks,Michael,3B,University of Kansas,KU,730360064,Kansas,BBC,R,R,943,198,0,0.298,0.388,0.332,15,8,16.70%,10.70%,88.7,89.9,102.8,106.6,18.1,40.30%,26.10%,42.40%,67.80%,89.20%,23.40%,8.50%,21.10%,0.441,37.50%,0.248,61.50%,45%,80.00%
1,1171685376,J. Reeder,Janson Reeder,Reeder,Janson,OF,University of Kansas,KU,730360064,Kansas,BBC,L,R,916,199,0,0.276,0.397,0.346,16,12,22.00%,9.10%,87.4,87.9,105.3,110.5,18.5,39.50%,21.80%,55.00%,78.50%,83.40%,39.00%,14.20%,18.90%,0.558,44.00%,0.615,62.40%,39%,74.20%
1,1192876288,C. Cranford,Collier Cranford,Cranford,Collier,IF,University of Kansas,KU,730360064,Kansas,BBC,R,R,686,187,0,0.251,0.323,0.243,10,6,16.50%,6.30%,86.6,88.3,100.9,106.9,7.2,32.70%,20.90%,53.50%,80.60%,91.40%,32.30%,10.90%,25.00%,0.231,45.00%,0.054,56.50%,34%,79.60%
1,1238157824,K. Shojinaga,Kodey Shojinaga,Shojinaga,Kodey,C,University of Kansas,KU,730360064,Kansas,BBC,R,R,747,195,0,0.379,0.41,0.33,11,6,11.60%,7.40%,88.1,86.6,104.3,108.7,6,27.40%,18.50%,44.80%,67.60%,93.80%,26.90%,7.10%,13.00%,0.234,20.00%,0.115,68.10%,43%,84.20%
1,1242124544,J. English,Jake English,English,Jake,C,University of Kansas,KU,730360064,Kansas,BBC,R,R,787,160,0,0.219,0.344,0.329,4,10,18.50%,16.40%,89.4,93,103.1,107.4,14.8,35.60%,28.90%,38.80%,62.00%,86.90%,19.50%,7.90%,20.70%,0.219,50.00%,0.359,63.20%,48%,79.70%
1,1271052288,M. Koszewski,Mike Koszewski,Koszewski,Mike,RF,University of Kansas,KU,730360064,Kansas,BBC,L,L,842,161,0,0.286,0.364,0.327,13,0,13.90%,14.90%,79.6,76.2,98.1,103.1,7.9,26.00%,8.30%,30.30%,52.00%,92.80%,12.00%,3.00%,0.00%,0.278,22.20%,0.183,73.70%,24%,90.20%
1,1286680576,C. Castillo,CJ Castillo,Castillo,CJ,TWP,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,487,198,2,0.354,0.41,0.279,12,6,11.60%,10.30%,87.1,88.5,95,96.4,10.3,33.30%,6.70%,47.00%,65.30%,90.60%,24.10%,3.50%,0.00%,0.029,28.60%,0.179,50.00%,13%,92.60%
1,1094530560,C. Cromer,Chase Cromer,Cromer,Chase,IF,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,305,125,0,0.344,0.377,0.236,5,0,12.60%,12.60%,85.1,90.7,97,97,-6.3,0.00%,0.00%,44.90%,68.80%,54.50%,44.40%,3.00%,0.00%,-,0.00%,0.741,75.00%,20%,93.40%
1,1255832832,J. Vidato,Jordan Vidato,Vidato,Jordan,OF,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,241,79,0,0.253,0.336,0.269,5,1,20.20%,14.10%,76.2,82.2,97.5,97.5,7.5,25.00%,16.70%,31.50%,51.20%,85.70%,7.10%,1.70%,25.00%,0.196,0.00%,-,66.70%,25%,94.70%
1,1280037888,N. Frederick,Nasir Frederick,Frederick,Nasir,OF,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,266,87,0,0.241,0.318,0.152,4,0,23.50%,16.80%,78.4,78.9,91.1,91.1,14.8,0.00%,0.00%,36.50%,60.70%,82.40%,35.70%,3.40%,0.00%,-,0.00%,0.013,60.00%,0%,90.70%
1,1086008064,L. Boedicker,Lex Boedicker,Boedicker,Lex,1B,University of Central Florida,UCF,730256640,Central Florida,BBC,L,R,921,207,0,0.266,0.385,0.321,10,16,24.90%,8.90%,91,93.1,104.9,107.7,14.6,31.40%,22.90%,47.20%,68.00%,84.30%,36.70%,11.00%,12.50%,0.231,75.00%,0,58.60%,49%,76.80%
1,1093154816,A. Nessler,AJ Nessler,Nessler,AJ,LF,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,R,388,99,0,0.283,0.368,0.349,4,2,17.90%,15.40%,87.9,86.5,100.8,103,13.6,38.70%,16.10%,38.10%,62.40%,88.70%,19.80%,7.20%,14.30%,0.433,50.00%,0,50.00%,32%,81.10%
1,1097942272,M. Kluska,Mikey Kluska,Kluska,Mikey,IF,University of Richmond,RICH,730171904,Richmond,BBC,R,R,815,195,0,0.323,0.379,0.274,9,5,21.60%,5.90%,85,81,99.7,104.6,12.3,33.60%,9.10%,47.10%,68.00%,86.50%,28.00%,9.80%,0.00%,0.529,50.00%,0.119,61.50%,29%,79.20%
1,1208383232,A. Brait,Andrew Brait,Brait,Andrew,IF,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,1081,227,0,0.286,0.353,0.258,14,3,21.60%,10.80%,84.6,83.4,99.4,101.9,9,27.50%,15.00%,37.80%,57.00%,91.30%,13.90%,6.50%,0.00%,0.058,66.70%,0.434,63.60%,25%,82.90%
1,1221083904,D. Neri,Danny Neri,Neri,Danny,C,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,582,125,0,0.208,0.31,0.238,3,4,24.00%,12.00%,83,82.5,99,111.2,18.1,31.30%,14.90%,42.60%,67.10%,79.60%,26.70%,10.70%,34.80%,0.105,25.00%,0.573,59.50%,28%,75.00%
1,1257331968,L. Leto,Luke Leto,Leto,Luke,CF,University of Kansas,KU,730360064,Kansas,BBC,L,R,602,133,0,0.233,0.333,0.323,4,8,35.30%,10.50%,90.6,95.5,105.5,107.9,15.5,34.60%,23.10%,43.00%,65.60%,69.50%,24.50%,17.30%,35.70%,1.021,60.00%,0.288,45.60%,48%,59.80%
1,1273292544,A. Sundean,Andrew Sundean,Sundean,Andrew,C,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,823,203,0,0.34,0.449,0.354,10,16,15.30%,7.20%,89.7,93,102.5,104.4,15.8,60.00%,31.40%,49.70%,64.70%,89.10%,50.00%,9.60%,10.00%,0.123,12.50%,0.125,66.00%,46%,80.70%
1,1299780096,J. Zyska,Jack Zyska,Zyska,Jack,OF,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,235,48,0,0.146,0.232,0.252,2,1,35.70%,10.70%,83.5,90.7,103.4,106.6,15,12.50%,8.30%,47.20%,70.50%,80.60%,30.80%,15.70%,26.70%,0.421,63.60%,0.104,41.50%,25%,66.70%
1,1260750336,G. Swansen,Gabe Swansen,Swansen,Gabe,LF,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,796,179,0,0.291,0.445,0.388,11,18,19.40%,10.80%,91.6,95.1,107.7,113,15.5,27.40%,20.80%,40.60%,64.40%,81.20%,23.60%,9.90%,42.90%,0.515,25.00%,0.339,61.50%,51%,75.50%
1,1075197440,K. Culpepper,Kaelen Culpepper,Culpepper,Kaelen,IF,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,623,152,0,0.322,0.426,0.356,8,10,14.80%,8.80%,87.7,88.6,103.4,108.8,14.1,37.80%,21.40%,39.50%,57.30%,88.10%,27.40%,7.50%,35.70%,0.493,41.70%,0.167,64.60%,41%,80.90%
1,1094685440,D. Bishop,David Bishop,Bishop,David,1B,Texas Christian University,TCU,5045,TCU,BBC,R,R,559,118,0,0.212,0.288,0.265,5,2,31.90%,11.90%,87.9,83.4,105.7,108.7,8.2,34.90%,22.20%,46.90%,63.70%,78.50%,32.40%,13.80%,20.50%,0.204,56.30%,0.034,57.40%,38%,70.60%
1,1162567424,K. Lodice,Kyan Lodice,Lodice,Kyan,CF,Kansas State University,KSU,730270464,Kansas State,BBC,L,R,480,98,0,0.194,0.286,0.309,2,3,36.70%,15.00%,92.7,96.1,106.9,110.8,6.8,28.20%,17.90%,39.00%,70.10%,67.80%,18.10%,12.70%,41.70%,0.2,40.00%,0.576,58.30%,54%,67.40%
1,1206983168,C. Ingram,Chuck Ingram,Ingram,Chuck,OF,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,952,221,0,0.362,0.435,0.33,19,9,25.80%,9.90%,87.5,92.5,111.9,115.8,-9.6,22.30%,17.00%,47.30%,67.40%,79.30%,32.90%,15.30%,33.30%,0.274,40.70%,0.37,49.30%,44%,67.60%
1,1229023744,D. Smith,Derek Smith,Smith,Derek,OF,Bryant University,BRY,730266880,Bryant,BBC,R,R,658,202,0,0.317,0.409,0.299,15,10,14.70%,8.20%,83.6,84.2,101.1,105.8,10.2,28.10%,12.50%,46.40%,77.40%,76.40%,21.80%,6.80%,14.30%,0.682,50.00%,0.124,77.30%,31%,85.20%
1,1286806528,B. Jones,Brendan Jones,Jones,Brendan,OF,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,1099,223,0,0.238,0.351,0.306,12,7,21.10%,16.40%,86.7,89.7,100.9,105.4,13,34.50%,18.50%,35.40%,57.20%,82.30%,18.30%,7.50%,10.80%,0.382,33.30%,0.206,68.80%,39%,78.90%
1,1337772544,B. Day,Brady Day,Day,Brady,IF,Kansas State University,KSU,730270464,Kansas State,BBC,L,R,1074,194,0,0.356,0.422,0.336,9,3,8.60%,19.10%,83,83.5,99.8,105.4,8.3,23.60%,8.30%,29.30%,49.60%,94.30%,14.70%,2.80%,13.50%,0.234,35.70%,0.289,77.20%,24%,90.50%
1,1337773312,R. Pelletier,Raphael Pelletier,Pelletier,Raphael,C,Kansas State University,KSU,730270464,Kansas State,BBC,L,R,750,183,0,0.257,0.318,0.283,5,6,21.00%,10.30%,87.1,89.8,100.8,105.1,18.4,25.40%,11.00%,48.30%,70.50%,87.40%,30.60%,12.40%,29.40%,0.307,42.90%,0.021,50.00%,33%,74.30%
1,1310950144,S. Scanlon,Sean Scanlon,Scanlon,Sean,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,735,173,16,0.295,0.423,0.333,18,6,19.70%,16.70%,92.3,88.3,104.8,109.9,30.8,39.40%,24.20%,34.10%,65.60%,88.50%,21.50%,5.00%,0.00%,-,0.00%,0,71.40%,39%,85.30%
1,1334682624,J. McElroy,Jake McElroy,McElroy,Jake,RF,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,693,159,0,0.252,0.336,0.272,9,0,16.70%,18.20%,84.2,85,95.8,99.6,12.9,31.00%,6.90%,28.70%,50.60%,92.90%,17.80%,3.30%,0.00%,0.055,100.00%,0,69.20%,17%,88.40%
1,1085234944,J. Crull,Jaxson Crull,Crull,Jaxson,OF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,L,243,44,0,0.227,0.335,0.295,1,1,23.70%,16.90%,79.3,83.9,97.1,106.2,12.6,18.50%,11.10%,36.60%,57.00%,86.90%,20.60%,9.10%,27.30%,0.111,-,-,50.00%,22%,75.30%
1,1108626176,H. Zipay,Henry Zipay,Zipay,Henry,3B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,L,R,155,44,0,0.136,0.2,0.256,0,1,27.50%,5.90%,78.1,86.9,99.1,102.5,2.4,34.80%,13.00%,45.20%,71.40%,82.90%,31.90%,12.90%,0.00%,0.025,-,-,45.50%,17%,71.40%
1,1168689920,D. Lechnir,Drew Lechnir,Lechnir,Drew,OF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,L,L,364,99,0,0.263,0.32,0.231,4,1,25.60%,7.70%,75.3,78.4,98.4,102.8,15.3,31.60%,15.80%,44.80%,68.60%,72.90%,21.60%,10.20%,66.70%,0,-,-,51.70%,32%,77.30%
1,1168690432,Z. Lechnir,Zach Lechnir,Lechnir,Zach,IF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,589,141,0,0.213,0.3,0.298,3,6,24.10%,7.10%,79.6,81.3,99.8,103.4,6.5,17.60%,5.90%,44.30%,70.80%,81.40%,28.70%,10.20%,46.70%,0.225,100.00%,0,64.80%,25%,77.00%
1,1200350720,N. Greise,Noah Greise,Greise,Noah,C,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,388,85,0,0.271,0.381,0.306,6,5,35.80%,8.40%,88.6,91,104.2,106.8,15.9,45.90%,27.00%,37.90%,62.70%,79.70%,23.80%,12.10%,-,0,62.50%,0.035,51.20%,49%,68.00%
1,1263688960,M. Goetzmann,Matt Goetzmann,Goetzmann,Matt,OF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,455,110,0,0.255,0.321,0.251,7,2,32.00%,6.30%,80,87.6,95.6,101.7,4.7,25.00%,8.30%,39.30%,63.90%,72.50%,18.60%,11.40%,33.30%,0.456,33.30%,0.008,66.70%,14%,70.90%
1,1083413504,B. Olson,Ben Olson,Olson,Ben,C,Mercer University,MER,730240512,Mercer,BBC,R,R,200,48,0,0.188,0.328,0.245,3,2,18.80%,9.40%,80.5,81.5,103.4,106.5,20.5,21.40%,17.90%,44.00%,72.80%,88.10%,20.60%,9.00%,71.40%,0,100.00%,0,50.00%,36%,79.50%
1,1116313344,A. Ramirez,Alex Ramirez,Ramirez,Alex,IF,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,R,866,185,0,0.27,0.377,0.276,11,7,25.20%,13.30%,81.7,88.2,97.8,102.4,25.9,26.70%,6.70%,39.60%,61.40%,75.80%,18.60%,10.40%,50.00%,0.015,-,-,65.40%,17%,73.80%
1,1143107328,P. Lester,Parker Lester,Lester,Parker,1B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,383,102,0,0.314,0.36,0.281,9,1,21.50%,12.40%,87.2,90.9,99.8,102.7,7.6,28.60%,14.30%,47.30%,81.10%,74.40%,31.20%,14.40%,25.00%,0.169,0.00%,0.031,47.20%,37%,69.60%
1,1162350848,T. Dalley,Ty Dalley,Dalley,Ty,RF,Mercer University,MER,730240512,Mercer,BBC,L,L,748,189,0,0.259,0.407,0.298,10,18,20.10%,11.60%,84.7,90.9,104.2,109,14.5,31.70%,20.80%,47.70%,76.70%,76.40%,30.30%,13.50%,52.90%,0.814,18.20%,0.517,58.00%,37%,71.70%
1,1237412096,C. Sanford,Carter Sanford,Sanford,Carter,C,Mercer University,MER,730240512,Mercer,BBC,L,R,403,108,0,0.287,0.402,0.32,2,10,19.00%,6.30%,87,89,101.6,105.3,11.3,39.30%,26.80%,56.80%,82.90%,83.30%,41.10%,11.90%,21.70%,0.187,50.00%,0,66.70%,45%,79.00%
1,1286937856,A. Brown,Antonio Brown,Brown,Antonio,IF,Mercer University,MER,730240512,Mercer,BBC,R,R,485,104,0,0.288,0.406,0.347,4,6,17.00%,14.90%,75.3,80.6,97.7,103.2,15,26.70%,16.70%,38.40%,65.30%,88.30%,24.30%,7.60%,8.30%,0.369,28.60%,0.347,63.00%,20%,80.10%
1,1314869504,B. Frye,Bradley Frye,Frye,Bradley,SS,Mercer University,MER,730240512,Mercer,BBC,R,R,770,186,0,0.258,0.319,0.263,7,4,19.70%,10.30%,84.4,89.8,100.5,105.3,1.3,34.30%,19.00%,43.80%,67.40%,89.40%,26.80%,8.70%,12.50%,0.324,55.60%,0.187,58.10%,31%,80.10%
1,1207802880,R. Bowman,Reid Bowman,Bowman,Reid,IF,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,612,165,0,0.297,0.365,0.209,8,4,23.60%,7.90%,72.1,77.9,91.5,98.3,11.9,9.10%,4.50%,42.20%,71.20%,73.80%,27.30%,8.50%,66.70%,0.034,0.00%,-,50.00%,5%,79.80%
1,1084776448,W. Lee,Will Lee,Lee,Will,OF,Lipscomb University,LIP,730307072,Lipscomb,BBC,S,R,801,175,0,0.234,0.307,0.301,9,4,21.30%,10.40%,85.4,89.6,103.1,110.1,11.4,36.30%,17.50%,42.10%,66.90%,86.00%,25.20%,10.10%,32.00%,0.224,100.00%,0,47.50%,33%,76.00%
1,1246917120,A. Vergara,Alex Vergara,Vergara,Alex,OF,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,1140,232,0,0.284,0.441,0.358,12,23,28.80%,13.90%,92.5,92.8,106.1,112.3,22.8,35.40%,27.10%,41.00%,65.80%,75.70%,23.90%,12.30%,35.70%,0.089,40.00%,0.227,52.90%,49%,70.00%
1,1256946688,D. Coppedge,David Coppedge,Coppedge,David,3B,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,655,145,0,0.193,0.299,0.284,4,4,24.40%,8.90%,82,87.7,101.1,105.3,17.4,28.40%,14.90%,43.50%,72.10%,84.80%,27.60%,11.60%,35.30%,0.231,56.30%,0.123,42.70%,25%,73.30%
