Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,AB,G,AVG,wOBA,xWOBA,2B,HR,K%,BB%,ExitVel,Air EV,90thExitVel,MinMxExitVel,LaunchAng,LA10-30%,EV95+LA10-30%,Swing%,Z-Swing,Z-Contact%,O-Swing%,SwStrk%,Miss vs 93+ FB,xSLG vs 93+ FB,Miss vs Spin 83+,xSLG vs 83+ Spin
,1251436032,A. White,Andrew White,White,Andrew,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1279327232,J. Joseph,Johnny Joseph,Joseph,Johnny,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1309407232,T. Cullen,Tanner Cullen,Cullen,Tanner,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1085400576,C. Topolski,Chase Topolski,Topolski,Chase,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1102106112,L. Ymker,Logan Ymker,Ymker,Logan,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1203004928,M. Anderson,Matthew Anderson,Anderson,Matthew,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1239193344,I. Brewington,Isaiah Brewington,Brewington,Isaiah,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,0,0,23,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1096261888,T. Hughes,Tommy Hughes,Hughes,Tommy,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1110853376,J. Sabbath,Joseph Sabbath,Sabbath,Joseph,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1171146240,S. Sposato,Sean Sposato,Sposato,Sean,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1241946112,J. Urena,Jeremy Urena,Urena,Jeremy,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,0,0,20,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1162563072,L. Roggenburk,Luke Roggenburk,Roggenburk,Luke,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1310455808,N. Czajkowski,Noah Czajkowski,Czajkowski,Noah,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1171835392,T. Ciampa,Tristan Ciampa,Ciampa,Tristan,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1279423488,B. Finn,Bobby Finn,Finn,Bobby,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,L,L,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1306904064,R. OConnell,Ryan OConnell,OConnell,Ryan,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1308560384,K. Walker,Kade Walker,Walker,Kade,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,L,L,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1140472320,P. Carreca,Peter Carreca,Carreca,Peter,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1153423872,B. Kendall,Brooks Kendall,Kendall,Brooks,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1237816064,N. Rolka,Nate Rolka,Rolka,Nate,P,University of Delaware,DEL,730203136,Delaware,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1239357696,A. Gubitosi,Anthony Gubitosi,Gubitosi,Anthony,P,University of Delaware,DEL,730203136,Delaware,BBC,L,L,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1264003328,K. Head,Kobe Head,Head,Kobe,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,0,0,20,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1330578944,E. Del Valle,Eddie Del Valle,Del Valle,Eddie,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,L,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1189211136,M. Koczwara,Mason Koczwara,Koczwara,Mason,P,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1192516352,O. Margolis,Owen Margolis,Margolis,Owen,P,University of Delaware,DEL,730203136,Delaware,BBC,R,R,0,0,23,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1239205120,L. Craytor,Luke Craytor,Craytor,Luke,P,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1279233792,T. Florio,Trace Florio,Florio,Trace,P,Lafayette College,LAF,730217728,Lafayette,BBC,L,L,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1110636544,R. Hutchinson,Ryan Hutchinson,Hutchinson,Ryan,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1185891072,J. Kabel,Jack Kabel,Kabel,Jack,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,L,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1191087360,M. Alduino,Matt Alduino,Alduino,Matt,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,L,0,0,23,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1270447104,E. Atiya,Eli Atiya,Atiya,Eli,P,University of Delaware,DEL,730203136,Delaware,BBC,L,L,0,0,21,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1290430464,R. McNaught,Ray McNaught,McNaught,Ray,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1318397440,B. Leighton,Brett Leighton,Leighton,Brett,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1099796224,J. Sinibaldi,Justin Sinibaldi,Sinibaldi,Justin,P,Rutgers University,RUTG,730229248,Rutgers,BBC,L,L,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1154963200,T. Strechay,Tyler Strechay,Strechay,Tyler,P,University of Delaware,DEL,730203136,Delaware,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1181649664,J. DeChiaro,Joey DeChiaro,DeChiaro,Joey,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,L,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1294037248,J. Mazza,Joe Mazza,Mazza,Joe,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,L,0,0,24,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1323003392,S. Fauci,Sonny Fauci,Fauci,Sonny,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1136418048,G. Stellpflug,Gavin Stellpflug,Stellpflug,Gavin,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1188253952,E. Bowen,Ethan Bowen,Bowen,Ethan,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1232301312,W. Nelson,Wyatt Nelson,Nelson,Wyatt,P,University of Delaware,DEL,730203136,Delaware,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1238148352,C. Coppola,Christian Coppola,Coppola,Christian,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1284234240,S. Portnoy,Sam Portnoy,Portnoy,Sam,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,0,0,20,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1105344512,E. Shaub,Ethan Shaub,Shaub,Ethan,P,University of Delaware,DEL,730203136,Delaware,BBC,R,L,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1217850368,W. Jones,Will Jones,Jones,Will,P,Northeastern University,NE,343,Northeastern,BBC,L,L,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1310258176,J. Shafer,Jacob Shafer,Shafer,Jacob,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1232886784,M. Parker,Max Parker,Parker,Max,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,L,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1277835520,B. Hoffacker,Billy Hoffacker,Hoffacker,Billy,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,0,0,23,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1100144128,M. Lane,Michael Lane,Lane,Michael,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1122495488,B. Pika,Ben Pika,Pika,Ben,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,S,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1133212928,C. Mattioli,Christopher Mattioli,Mattioli,Christopher,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1148685312,J. Kosowsky,Joey Kosowsky,Kosowsky,Joey,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1183065344,B. Yadlon,Brian Yadlon,Yadlon,Brian,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,L,0,0,10,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1288364288,K. Etwaru,Kieran Etwaru,Etwaru,Kieran,P,Delaware State University,DSU,730217984,Delaware State,BBC,L,L,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1081801472,J. Trombley,Joseph Trombley,Trombley,Joseph,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1084482304,P. Rogan,PJ Rogan,Rogan,PJ,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,L,B,0,0,10,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1124744192,C. Costello,Charlie Costello,Costello,Charlie,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1148935680,J. Peterson,Jonathan Peterson,Peterson,Jonathan,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,L,L,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1235307520,E. Foster,Elijah Foster,Foster,Elijah,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1267912704,R. Gonzalez,Ricardo Gonzalez,Gonzalez,Ricardo,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1340983552,D. Aufiero,David Aufiero,Aufiero,David,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1162552576,C. Herman,Carston Herman,Herman,Carston,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,L,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1278775808,C. Montgomery,Cade Montgomery,Montgomery,Cade,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1092978944,L. Mercurius,LJ Mercurius,Mercurius,LJ,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1136001280,N. Carabajal,Noah Carabajal,Carabajal,Noah,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,0,0,10,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1185900800,M. Maloney,Matthew Maloney,Maloney,Matthew,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,0,0,24,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1250082304,R. Lueck,Reese Lueck,Lueck,Reese,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,0,0,10,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1266982912,C. Lane,Carson Lane,Lane,Carson,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1330545408,C. Angeroth,Carson Angeroth,Angeroth,Carson,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,0,0,21,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1155042304,J. Woodbury,Justin Woodbury,Woodbury,Justin,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,L,0,0,11,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1184680960,D. Gardner,Dylan Gardner,Gardner,Dylan,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1244561920,C. Bonus,Carson Bonus,Bonus,Carson,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1278214144,T. Valdez,Tyler Valdez,Valdez,Tyler,P,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1108699392,B. Risley,Braydon Risley,Risley,Braydon,P,Tarleton State University,TSU,730236416,Tarleton State,BBC,L,L,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1143044608,J. Burcham,Jake Burcham,Burcham,Jake,P,Tarleton State University,TSU,730236416,Tarleton State,BBC,R,R,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1202417664,S. Hatch,Spencer Hatch,Hatch,Spencer,P,Tarleton State University,TSU,730236416,Tarleton State,BBC,L,L,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1213443072,J. Driskell,Jack Driskell,Driskell,Jack,P,Tarleton State University,TSU,730236416,Tarleton State,BBC,R,R,0,0,27,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1218072832,B. Downer,Brandon Downer,Downer,Brandon,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,0,0,16,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1111442432,N. Moran,Nick Moran,Moran,Nick,P,Liberty University,LIB,730156288,Liberty,BBC,L,L,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1310677248,J. Romano,Jimmy Romano,Romano,Jimmy,P,Duke University,DUKE,730336256,Duke,BBC,R,R,0,0,29,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1310874880,G. Nard,Gabriel Nard,Nard,Gabriel,P,Duke University,DUKE,730336256,Duke,BBC,R,R,0,0,30,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1322193408,C. Beilenson,Charlie Beilenson,Beilenson,Charlie,P,Duke University,DUKE,730336256,Duke,BBC,R,R,0,0,34,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1184448768,J. Santucci,Jonathan Santucci,Santucci,Jonathan,TWP,Duke University,DUKE,730336256,Duke,BBC,L,L,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1201260032,D. Dickson,Drew Dickson,Dickson,Drew,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,0,0,21,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1297650432,N. Morr,Nolan Morr,Morr,Nolan,P,Northwestern University,NW,730247680,Northwestern,BBC,L,L,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1310787840,O. Proksch,Owen Proksch,Proksch,Owen,P,Duke University,DUKE,730336256,Duke,BBC,L,L,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1173520896,K. Potthoff,Kyle Potthoff,Potthoff,Kyle,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1184457984,R. Higgins,Ryan Higgins,Higgins,Ryan,P,Duke University,DUKE,730336256,Duke,BBC,R,R,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1185349120,M. McClure,Matt McClure,McClure,Matt,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1193906176,L. Benneche,Luke Benneche,Benneche,Luke,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1306814720,A. Healy,Andrew Healy,Healy,Andrew,P,Duke University,DUKE,730336256,Duke,BBC,L,L,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1099416832,J. Ross,Josiah Ross,Ross,Josiah,P,University of Akron,AKR,540536064,Akron,BBC,R,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1226678272,F. Oschell III,Fran Oschell III,Oschell III,Fran,P,Duke University,DUKE,730336256,Duke,BBC,R,R,0,0,22,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1239091969,J. Schaeffer,Jared Schaeffer,Schaeffer,Jared,P,University of Akron,AKR,540536064,Akron,BBC,R,R,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1311140608,J. Beall,Jacob Beall,Beall,Jacob,P,University of Akron,AKR,540536064,Akron,BBC,R,R,0,0,18,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1121134848,D. Tourney,Dawson Tourney,Tourney,Dawson,P,University of Akron,AKR,540536064,Akron,BBC,L,L,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1242803712,S. Perkins,Sean Perkins,Perkins,Sean,P,University of Akron,AKR,540536064,Akron,BBC,R,R,0,0,21,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1266144000,C. Hungate,Chase Hungate,Hungate,Chase,P,University of Virginia,UVA,5415,Virginia,BBC,L,R,0,0,30,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1100869376,J. Tallon,James Tallon,Tallon,James,P,Duke University,DUKE,730336256,Duke,BBC,L,L,0,0,24,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1165448704,O. Coady,Owen Coady,Coady,Owen,P,University of Virginia,UVA,5415,Virginia,BBC,R,L,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1297347840,K. Jaxel,Kevin Jaxel,Jaxel,Kevin,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,0,0,13,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1310892288,J. Woolfolk,Jay Woolfolk,Woolfolk,Jay,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,0,0,24,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1179351808,B. Chestnutt,Ben Chestnutt,Chestnutt,Ben,P,University of Miami,MIA,236,Miami,BBC,R,R,0,0,20,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1179921920,M. Caba,Myles Caba,Caba,Myles,P,University of Miami,MIA,236,Miami,BBC,L,L,0,0,27,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1204038400,R. Schlesinger,Rafe Schlesinger,Schlesinger,Rafe,P,University of Miami,MIA,236,Miami,BBC,L,L,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1340976896,B. Walters,Brian Walters,Walters,Brian,P,University of Miami,MIA,236,Miami,BBC,R,R,0,0,15,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1190090752,M. Hindy,Mark Hindy,Hindy,Mark,P,College of William & Mary,WM,730232064,William & Mary,BBC,L,L,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1204030720,T. Garnett,Travis Garnett,Garnett,Travis,P,College of William & Mary,WM,730232064,William & Mary,BBC,L,L,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1217993728,N. Knowles,Nate Knowles,Knowles,Nate,P,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,0,0,19,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1299494144,B. Kelly,Brendan Kelly,Kelly,Brendan,P,College of William & Mary,WM,730232064,William & Mary,BBC,L,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1084342784,J. Inskeep,JT Inskeep,Inskeep,JT,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,0,0,21,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1149538048,C. Czerwinski,CJ Czerwinski,Czerwinski,CJ,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,0,0,26,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1159934208,C. Hansen,Creighton Hansen,Hansen,Creighton,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,0,0,17,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1197778432,J. Gentile,Josh Gentile,Gentile,Josh,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,0,0,14,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
,1208395264,N. Arnett,Noah Arnett,Arnett,Noah,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,0,0,12,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,100.00%,-,-,-,-,-,-
